Direccion,Precio,UF,m2_Construidos,m2_totales,Habitaciones,Banos,Estacionamientos,Publi
"Peñalolén, Las pircas",689495400,19800.0,300,880,5,6,4,28/11/2022
"Santiago, Virreinato 19",320000000,9189.329,178,189,5,5,0,28/11/2022
"La Reina, Simon González carlos ossandon",591991000,17000.0,180,360,4,3,3,28/11/2022
"Puente Alto, San Gabriel, Puente Alto",135000000,3876.748,136,85,3,2,0,28/11/2022
"Puente Alto, Casa 2 Pisos en Villa Los Evangelistas",45000000,1292.249,50,67,3,1,0,28/11/2022
"Las Condes, Linda casa ubicada en sector residencial de Las Condes con excelente conectividad // Las Condes",546721100,15700.0,170,420,3,3,6,28/11/2022
"La Reina, Ruben Dario con Irarrazaval",400464500,11500.0,145,428,3,2,3,28/11/2022
"San Bernardo, Alfonso Calderón",55000000,1579.416,42,60,3,1,1,28/11/2022
"Puente Alto, Pc 58542 rio volcan/pc 58542  rio las leñas",61420000,1763.777,85,85,4,2,1,28/11/2022
"La Reina, Carlos silva vildosola",800929000,23000.0,220,1020,4,3,0,28/11/2022
"Puente Alto, PC 59979 Horizonte/El Viento",65000000,1866.582,15,100,3,1,1,28/11/2022
"Independencia, Independencia, Región Metropolitana",185000000,5312.581,217,217,9,2,0,28/11/2022
"Huechuraba, Camino Al Bosque de Santiago",190000000,5456.164,150,270,4,4,3,28/11/2022
"Providencia, Metro Bilbao / Pocuro",480209170,13790.0,137,327,4,3,3,28/11/2022
"Las Condes, Paisajismo  de gran categoria -camino las flores/muy en precio---piedra roja",1567035000,45000.0,580,2000,5,5,1,28/11/2022
"La Florida, Casa de un piso a pasos de Estación metro Trinidad. La Florida",300000000,8614.996,123,819,4,2,0,28/11/2022
"Las Condes, Torremolinos/Los Dominicos",992455500,28500.0,380,670,7,4,0,28/11/2022
"Ñuñoa, Suarez mujica, pedro de valdivia",629900000,18088.62,252,533,6,3,0,28/11/2022
"Quilicura, Av. Manuel matta  am/av lo marcoleta",80000000,2297.332,160,100,1,1,0,28/11/2022
"Paine, -33.83064651489258,-70.96392059326172",275101700,7900.0,250,350,5,3,6,28/11/2022
"Ñuñoa, Suarez Mujica",484039700,13900.0,267,483,7,4,2,28/11/2022
"Santiago, Condominio rukán ii",347881770,9990.0,140,490,3,2,4,28/11/2022
"Peñalolén, Francisco gonzalez / pedro lira",240278700,6900.0,101,239,3,3,1,28/11/2022
"Talagante, Plaza De Talagante, Talagante, Región Metropolitana de Santiago , Chile",535821501,15387.0,1338,280,3,2,0,28/11/2022
"Cerro Navia, Pasaje mirasol",99245550,2850.0,70,320,3,1,1,28/11/2022
"San Miguel, Gran Avenida (AG)/Departamental",300000000,8614.996,117,531,4,2,0,28/11/2022
"Las Condes, Cuarto Centenario/Monroe",410000000,11773.828,90,180,2,1,0,28/11/2022
"Estación Central, Pedro Aguirre Cerda    YC  60382/Buzeta",83000000,2383.482,134,168,4,2,0,28/11/2022
"Independencia, General Borgoño , Independencia",185000000,5312.581,214,184,5,2,0,28/11/2022
"Ñuñoa, Simón Bolivar",320371600,9200.0,130,130,4,3,2,28/11/2022
"Renca, Avenida Condell , Renca, Región Metropolitana de Santiago , Chile",120000000,3445.998,150,100,3,1,3,28/11/2022
"Maipú, Samba",60000000,1722.999,9148,100,3,2,1,28/11/2022
"Maipú, Se Vende Casa en Villa Los Claveles, Paradero 9 de Pajaritos en Maipu",95000000,2728.082,0,0,3,1,1,28/11/2022
"El Bosque, Villarrica 631",85000000,2440.915,78,128,3,2,2,28/11/2022
"Peñalolén, Paseo Poniente, Portal La Viña II, Sector de Quilín",257690200,7400.0,110,278,4,2,1,28/11/2022
"Peñaflor, Gabriela Mistral",230000000,6604.83,750,750,4,2,5,28/11/2022
"San Bernardo, Autopiata central/Estacion Nos",1548230580,44460.0,200,12500,3,2,0,28/11/2022
"Independencia, Avenida Vivaceta",1427743000,41000.0,948,1148,1,2,0,28/11/2022
"Lo Barnechea, Bernardo larrain - colegio monte tabororamica sur/avenida la dehesa",518862700,14900.0,180,220,4,5,1,28/11/2022
"La Reina, Plaza Ossandón",724318400,20800.0,270,573,6,5,4,28/11/2022
"Lo Barnechea, Alcalde delano, el tranque, la dehesa antigua",1072548400,30800.0,351,855,5,5,3,28/11/2022
"San Miguel, Cuarta Trasversal/Tercera Trasversal",200000000,5743.331,265,500,3,2,1,28/11/2022
"Maipú, Avenida Americo Vespucio, Condominio Doña Ines",189000000,5427.447,121,200,4,4,4,28/11/2022
"San Miguel, YC 59516 Av. Departamental/Av. Sta. Rosa",123000000,3532.148,79,136,3,1,0,28/11/2022
"Padre Hurtado, Calle Quito con pasaje San Pablo",52000000,1493.266,25,100,1,1,0,28/11/2022
"La Reina, Monseñor Edwards/ Echeñique",424840600,12200.0,233,550,7,2,4,28/11/2022
"Maipú, Ernesto Pinto Lagarrigue",138525894,3978.0,70,146,3,2,1,28/11/2022
"Peñaflor, Avenida Bilbao con Miraflores.",60000000,1722.999,100,100,4,1,1,28/11/2022
"La Cisterna, Calle uno",180000000,5168.998,250,273,9,3,2,28/11/2022
"Puente Alto, Casa 2 Pisos en Conjunto La Capilla",78000000,2239.899,58,67,3,1,0,28/11/2022
"Providencia, Casa con local comercial Barrio Bellavista / Metro Salvador /¨a pasos Cerro San Cristóbal",295995500,8500.0,216,226,5,4,1,28/11/2022
"Recoleta, Adela Martínez Ote. 233",70000000,2010.166,91,207,2,1,1,28/11/2022
"Puente Alto, Lago Verdot/Los Viñedos",63000000,1809.149,70,80,4,1,0,28/11/2022
"La Florida, Avenida Santa Raquel",107254840,3080.0,82,131,3,1,1,28/11/2022
"Melipilla, Chaca san pedro",175000000,5025.414,130,250,3,3,0,28/11/2022
"La Florida, Av México/Pelicano",180000000,5168.998,80,500,3,2,0,28/11/2022
"El Bosque, Av. Lo blanco nu-61050/gran avenida",63000000,1809.149,52,42,3,1,0,28/11/2022
"San Bernardo, Los suspiros con almirante rivero",154500000,4436.723,120,160,5,3,0,28/11/2022
"Buin, Casa en linderos/francisco krugger",250725600,7200.0,110,202,4,3,0,28/11/2022
"Vitacura, Vitacura",623331700,17900.0,250,250,3,4,1,28/11/2022
"Talagante, El oliveto, talagante",490000000,14071.16,380,5000,4,4,0,28/11/2022
"Las Condes, Torres del Paine con Polobanda",348230000,10000.0,137,210,5,3,2,28/11/2022
"Peñalolén, Valenzuela Llanos / La Vendimia",362159200,10400.0,160,302,5,4,2,28/11/2022
"Peñalolén, Valle Hermoso PC 60197/Av Jose Arrieta",195000000,5599.747,150,100,4,2,0,28/11/2022
"Colina, Brisas de chicureo",1079513000,31000.0,580,4000,5,5,4,28/11/2022
"La Reina, Julia bernstein/maria monvel",1127916970,32390.0,313,2005,4,3,0,28/11/2022
"Puente Alto, Casa 2 Pisos en Casas Viejas",70000000,2010.166,51,90,2,1,0,28/11/2022
"Puente Alto, Villa Los Aramos",95484666,2742.0,78,133,4,1,1,28/11/2022
"Puente Alto, Casa 2 Pisos en Avda. Gabriela",90000000,2584.499,94,154,3,2,0,28/11/2022
"Colina, Liray",553685700,15900.0,210,5000,3,3,2,28/11/2022
"Padre Hurtado, Avenida Santa Herminia Oriente N°891",350000000,10050.828,254,358,3,4,7,28/11/2022
"Las Condes, Av. Padre Hurtado Norte/Las Viscachas",407429100,11700.0,155,168,3,3,0,28/11/2022
"Colina, Chicureo La Reserva",557168000,16000.0,210,737,4,4,2,28/11/2022
"Puente Alto, Los Queltehues/Estación Valdivia",62000000,1780.432,48,97,2,1,0,28/11/2022
"Maipú, Dedalo, Maipú",243726177,6999.0,130,120,4,2,2,28/11/2022
"Estación Central, Avenida Ecuador/Blanco Garcés",446848736,12832.0,311,572,8,5,0,28/11/2022
"Ñuñoa, Dublé Almeyda",240000000,6891.997,79,169,3,2,2,28/11/2022
"Maipú, lautaro 18544",494486600,14200.0,250,1000,4,3,3,28/11/2022
"Pedro Aguirre Cerda, Mauricio Rugendas con Clotario Blest",95000000,2728.082,70,81,3,1,1,28/11/2022
"Ñuñoa, Calle amapolas con emilia tellez",320371600,9200.0,96,254,3,2,1,28/11/2022
"Maipú, Casa en Villa los Claveles 1, Paradero 9 de Pajaritos Maipú",100000000,2871.665,77,88,3,1,1,28/11/2022
"Las Condes, Camino el Alba",860128100,24700.0,155,800,3,2,8,28/11/2022
"Quilicura, Los Americanos",130000000,3733.165,150,200,7,3,2,28/11/2022
"Quilicura, Río bamba",88000000,2527.065,110,70,4,2,1,28/11/2022
"Ñuñoa, Nancy 681",396982200,11400.0,187,250,5,5,2,28/11/2022
"La Cisterna, Augusto biaut",166105710,4770.0,87,194,4,2,2,28/11/2022
"Vitacura, Vitacura",555426850,15950.0,180,370,5,4,0,28/11/2022
"Lampa, Larapinta - condominio el mañio",90052278,2586.0,51,125,3,1,1,28/11/2022
"Colina, Av. Central-colegio dunalastair",748694500,21500.0,375,860,3,4,0,28/11/2022
"Puente Alto, Los Castaños",199500000,5728.972,107,220,5,3,2,28/11/2022
"Cerrillos, Hidrógeno & Los Alquimistas",100000000,2871.665,61,147,3,3,3,28/11/2022
"Lo Barnechea, Cerro La Paloma 11000",1044690000,30000.0,301,1102,5,4,4,28/11/2022
"La Cisterna, Calle uno",180000000,5168.998,250,273,8,3,3,28/11/2022
"Lo Prado, Las Acacias 800",220000000,6317.664,164,243,4,2,1,28/11/2022
"Maipú, Del zaguán",105000000,3015.249,137,117,5,1,2,28/11/2022
"Maipú, Volcán Navidad",129000000,3704.448,82,108,3,2,1,28/11/2022
"El Bosque, Av. Lo Blanco/San Francisco",53000000,1521.983,72,80,2,1,0,28/11/2022
"Puente Alto, Pasaje Canaan  Sur, Puente Alto",68427195,1965.0,90,90,4,2,1,28/11/2022
"El Bosque, Federico Gana",130000000,3733.165,68,310,2,1,3,28/11/2022
"Puente Alto, Cabo deseado con Bahía Beafort",81276882,2334.0,60,67,3,1,1,28/11/2022
"Macul, Casa en venta a cuadras de clínica bupa",179000000,5140.281,70,300,2,1,4,28/11/2022
"La Florida, Av. La Florida 8031",210000000,6030.497,140,200,4,3,4,28/11/2022
"Colina, Condominio Las Palmas",229831800,6600.0,81,328,4,2,2,28/11/2022
"Buin, Orlando Olguin 136, buin",162275180,4660.0,80,173,3,2,3,28/11/2022
"La Cisterna, Avenida Goycolea",135000000,3876.748,120,190,4,1,1,28/11/2022
"Paine, Las Turbinas",240278700,6900.0,90,1255,3,2,5,28/11/2022
"Maipú, Primo de Rivera & Primera Transversal",130586250,3750.0,80,155,5,2,1,28/11/2022
"Cerrillos, Ongolmo",117353510,3370.0,80,150,3,1,1,28/11/2022
"Pudahuel, jose miguel carrera parcela 41",95000000,2728.082,125,720,2,2,2,28/11/2022
"Pudahuel, Los olmos",347533540,9980.0,190,345,6,4,2,28/11/2022
"Pudahuel, Transversal Uno",323853900,9300.0,140,400,3,3,2,28/11/2022
"Lo Prado, Min gana",145000000,4163.915,180,160,5,2,4,28/11/2022
"San Joaquín, Francisco de Castañeda",135000000,3876.748,80,290,5,2,1,28/11/2022
"Pudahuel, Los Abedules",320371600,9200.0,130,350,3,3,2,28/11/2022
"Pudahuel, C. Nueva Uno Sur 19900",295995500,8500.0,145,270,6,3,2,28/11/2022
"Peñaflor, Valle del sol",154962350,4450.0,100,269,3,2,2,28/11/2022
"Talagante, Pasaje san gabriel",145560140,4180.0,89,362,3,1,5,28/11/2022
"Quilicura, La alhambra",160185800,4600.0,105,120,4,2,1,28/11/2022
"Las Condes, Metro Hernándo de Magallanes",557168000,16000.0,158,577,7,1,1,28/11/2022
"Peñalolén, Antupiren con 10 Oriente",226349500,6500.0,130,200,3,2,1,28/11/2022
"El Bosque, Los Carolinos 501",88000000,2527.065,70,110,4,1,1,28/11/2022
"Santiago, Av. Los Nogales 1240",195008800,5600.0,90,200,3,2,2,28/11/2022
"Providencia, General Córdova / Manuel Montt",470110500,13500.0,146,210,3,2,2,28/11/2022
"Maipú, Nueva San Martin/Los Diamantes",127800410,3670.0,47,170,2,1,3,28/11/2022
"Providencia, Casa metro bilbao",450000000,12922.494,140,180,3,3,0,28/11/2022
"Puente Alto, Casa en venta 3d2b 2E Elisa Correa",99245550,2850.0,92,84,3,2,2,28/11/2022
"Lo Barnechea, Vendo Casa 2 pisos Pabre Alfredo /El Gabino",409170250,11750.0,200,315,4,3,6,28/11/2022
"La Reina, Carlos ossandon/principe de gales",650000000,18665.824,180,512,8,4,0,28/11/2022
"Santiago, Isla de maipo,  rm",393499900,11300.0,360,5001,5,5,8,28/11/2022
"La Florida, Jardín Alto  -  Enriques Olivares",193000000,5542.314,120,120,3,3,2,28/11/2022
"Puente Alto, Punta blanca",85000000,2440.915,45,60,2,1,1,28/11/2022
"Huechuraba, Santa Carolina",271619400,7800.0,157,235,5,4,2,28/11/2022
"La Florida, Santa raquel/trinidad/ las gardenias",243761000,7000.0,214,405,3,2,0,28/11/2022
"La Florida, La florida",68000000,1952.732,76,76,3,1,2,28/11/2022
"San Bernardo, Santa Teresa De Los Andes , San Bernardo",85000000,2440.915,87,49,2,1,2,28/11/2022
"Lo Prado, Los Copihues , Lo Prado",180000000,5168.998,270,100,4,3,3,28/11/2022
"Quilicura, Loreley, Quilicura",69900000,2007.294,70,45,2,1,3,28/11/2022
"Maipú, Santa Rosa, Maipú",130000000,3733.165,100,214,3,1,2,28/11/2022
"Cerro Navia, Los Coigues, Cerro Navia",65000000,1866.582,128,70,3,1,1,28/11/2022
"El Monte, El roble, el monte",63000000,1809.149,80,36,3,1,1,28/11/2022
"San Miguel, Real Audiencia/San Ignacio",341265400,9800.0,120,300,4,2,2,28/11/2022
"San Ramón, San Ramón, Región Metropolitana",78000000,2239.899,199,181,4,1,3,28/11/2022
"Puente Alto, San Carlos, Puente Alto",180000000,5168.998,137,137,3,2,1,28/11/2022
"Pudahuel, Luis Beltrán, Pudahuel",86000000,2469.632,80,70,2,2,1,28/11/2022
"Quilicura, O Higgins , Quilicura",195000000,5599.747,180,130,3,2,5,28/11/2022
"Maipú, Avenida Santa Rosa, Maipú",130000000,3733.165,113,100,3,1,1,28/11/2022
"Puente Alto, Claudio Arrau, Puente Alto",93000000,2670.649,135,90,3,1,0,28/11/2022
"La Florida, Santa Raquel, La Florida",90000000,2584.499,150,100,3,2,1,28/11/2022
"Estación Central, Maullin, Estación Central",124000000,3560.865,122,80,3,1,1,28/11/2022
"Puente Alto, Puente Alto",74000000,2125.032,80,68,3,1,1,28/11/2022
"Ñuñoa, Exequiel fernandez",639350280,18360.0,288,636,3,2,2,28/11/2022
"Curacaví, Santiago Bueras, Curacaví",80092900,2300.0,186,160,3,2,1,28/11/2022
"Vitacura, Gerónino de Alderete",591991000,17000.0,350,129,4,3,2,28/11/2022
"Puente Alto, Pamplona, Puente Alto",143470760,4120.0,142,90,3,2,2,28/11/2022
"Pudahuel, San Pablo con Serrano",130000000,3733.165,110,120,3,1,1,28/11/2022
"Puente Alto, Alcalde Luis Osorio, Puente Alto",115000000,3302.415,128,120,3,2,1,28/11/2022
"Estación Central, De Abril, Estación Central",150000000,4307.498,285,180,3,1,3,28/11/2022
"La Granja, Coronel, La Granja",67208390,1930.0,80,65,3,2,0,28/11/2022
"Maipú, Las Dalias, Maipú",140000000,4020.331,250,200,5,4,3,28/11/2022
"San Joaquín, Cabildo, San Joaquín",75000000,2153.749,213,80,1,1,1,28/11/2022
"Maipú, Av Cuatro Poniente, Maipú",80000000,2297.332,135,45,2,2,0,28/11/2022
"Puente Alto, Valle Central, Puente Alto",122500000,3517.79,140,98,5,2,2,28/11/2022
"La Reina, Bilbao/A. de la Lastra",478816250,13750.0,190,400,5,3,1,28/11/2022
"Puente Alto, El Peral, Puente Alto",86000000,2469.632,100,85,3,1,2,28/11/2022
"Quilicura, Piedra Roja, Quilicura",115000000,3302.415,122,100,3,3,1,28/11/2022
"Renca, Avenida Brasil, Renca",120000000,3445.998,150,100,2,1,3,28/11/2022
"Peñaflor, Avenida Troncal, Peñaflor",59000000,1694.283,78,89,3,2,0,28/11/2022
"Las Condes, Gral Blanche / Cam. Otoñal",1079513000,31000.0,454,454,5,6,6,28/11/2022
"Renca, Renca",140000000,4020.331,120,80,3,3,2,28/11/2022
"Las Condes, Iv centenario / rotonda atenas",484039700,13900.0,216,326,7,4,2,28/11/2022
"Peñalolén, Condominio Las Pircas",658154700,18900.0,200,625,5,5,3,28/11/2022
"Cerrillos, A pasos de General Velásquez",105000000,3015.249,81,146,3,2,1,28/11/2022
"Lo Barnechea, Lomas de la Cruz Sur / Los Trapenses",762623700,21900.0,215,672,4,5,0,28/11/2022
"Puente Alto, Colton, Puente Alto",78000000,2239.899,83,65,3,1,1,28/11/2022
"Las Condes, Av. Colon",170000000,4881.831,65,200,2,1,0,28/11/2022
"Estación Central, Oficina en Alameda. Metro San Alberto Hurtado",121880500,3500.0,36,36,2,1,1,28/11/2022
"La Granja, Casa 2 Pisos cercana a Est. Metro Mirador",140000000,4020.331,188,271,3,6,0,28/11/2022
"Peñalolén, Peñalolén, Región Metropolitana",372606100,10700.0,130,290,4,3,3,28/11/2022
"Talagante, Condominio Las Palmas Del Oliveto, Talagante",421358300,12100.0,170,5000,4,4,2,28/11/2022
"La Cisterna, Sector Metro El Parrón",125000000,3589.582,87,75,3,2,2,28/11/2022
"La Reina, Carlos Ossandon , La Reina",470110500,13500.0,700,140,5,3,0,28/11/2022
"Puente Alto, Av. Ejercito Libertador 4184",135043594,3878.0,102,160,4,2,0,28/11/2022
"Maipú, Pasaje Maipu",62437639,1793.0,50,100,3,1,0,28/11/2022
"Santiago, Avenida Manuel Antonio Matta , Santiago de Chile",560000000,16081.326,722,355,1,1,0,28/11/2022
"Melipilla, camino a valparaiso 40580",140000000,4020.331,85,1665,3,1,4,28/11/2022
"Peñalolén, Avenida Consistorial",320371600,9200.0,120,239,4,3,2,28/11/2022
"Colina, Condominio San Luis",557168000,16000.0,285,5000,5,5,0,28/11/2022
"Puente Alto, Parque cordillera/Las violetas",171000000,4910.548,73,168,3,2,1,28/11/2022
"Colina, Avenida Chamisero/Avenida Santa Maria",480557400,13800.0,175,470,3,4,0,28/11/2022
"Providencia, Av Salvador / Providencia",768926663,22081.0,487,509,10,6,2,28/11/2022
"Maipú, Espectacular casa de 4 dormitorios y 3 baños en Maipú",198491100,5700.0,110,172,4,3,0,28/11/2022
"Colina, Santa Elena",403946800,11600.0,139,500,3,3,0,28/11/2022
"La Florida, Enrique Olivares  -  Jardín Alto",182820750,5250.0,158,160,5,3,2,28/11/2022
"Maipú, Valle de Los Reyes- San Martin 4 Dormitorios 3 baños",134800000,3871.005,85,129,4,3,0,28/11/2022
"Ñuñoa, Ñuñoa, Región Metropolitana",243412770,6990.0,180,180,3,2,2,28/11/2022
"Colina, Rincón Santa Filomena",818340500,23500.0,5000,5000,4,4,0,28/11/2022
"Providencia, Salvador con Hindenburg",1218108540,34980.0,390,860,4,3,15,28/11/2022
"La Florida, Tacora",250000000,7179.163,110,300,4,2,3,28/11/2022
"La Reina, Larraín con Américo Vespucio",457330459,13133.0,82,495,3,2,0,28/11/2022
"Las Condes, Las Condes, Región Metropolitana",200000000,5743.331,40,160,2,1,0,28/11/2022
"Vitacura, Santa María 7800 - 8100, Vitacura, Chile, Vitacura, RM (Metropolitana)",1149171210,33000.351,1446,563,12,6,0,28/11/2022
"Colina, Las Brisas / Chicureo",870575000,25000.0,300,3000,5,5,2,28/11/2022
"Estación Central, Gustavo Adolfo Becquer // Sta. Carolina",154990000,4450.794,99,135,5,2,2,28/11/2022
"Puente Alto, Río Petrohue/Lago Todos Los Santos, Puente Alto",142774300,4100.0,78,176,3,2,1,28/11/2022
"El Bosque, Gran av. Lo martinez",155500000,4465.44,140,280,5,2,0,28/11/2022
"Puente Alto, Alico",78000000,2239.899,98,98,4,2,1,28/11/2022
"Peñalolén, Av. Grecia con Av. Las Parcelas",87000000,2498.349,63,69,3,1,0,28/11/2022
"Providencia, Eliecer parada/jorge matte",759141400,21800.0,330,721,8,6,0,28/11/2022
"Padre Hurtado, Av. La Laguna/ Codominio Las Rocas",309924700,8900.0,199,354,6,6,0,28/11/2022
"Macul, Rodrigo de Araya Lateral 2000-2070",203714550,5850.0,112,275,4,3,3,28/11/2022
"Lo Barnechea, Pueblo de Farellones",762623700,21900.0,330,950,14,7,5,28/11/2022
"La Florida, Metro Rojas Magallanes",180000000,5168.998,139,162,4,3,3,28/11/2022
"San Bernardo, Mauricio rugendas & Salvador Dali",69990000,2009.879,94,60,3,2,0,28/11/2022
"Las Condes, La Foresta / Atalaya / Colegios padre Hurtado y Juanita de Los Andes",1211840400,34800.0,377,1081,5,6,0,28/11/2022
"Las Condes, Entre calle Padre Hurtado y AV las condes",410911400,11800.0,64,310,3,1,4,28/11/2022
"Puente Alto, Condominio Faldeos de la Villa III",160000000,4594.664,110,146,4,3,2,28/11/2022
"Las Condes, Santa Rita, Las Condes",766106000,22000.0,456,221,5,4,0,28/11/2022
"Vitacura, Fernando de Arguello",421358300,12100.0,280,113,3,2,2,28/11/2022
"Puente Alto, Marcela Paz, Puente Alto",125000000,3589.582,100,130,3,2,2,28/11/2022
"Renca, Arturo Prat, Renca",158305358,4546.0,348,90,3,1,1,28/11/2022
"Conchalí, Julio Montt Salamanca/Ignacio  Carrera Pinto",119721474,3438.0,80,171,3,1,1,28/11/2022
"La Florida, El hualle",260000000,7466.33,138,200,3,3,3,28/11/2022
"Colina, Avenida Chicureo Oriente con Padre Sergio Correa",692977700,19900.0,210,810,3,4,0,28/11/2022
"Las Condes, Quinchamali / Las condes",1218805000,35000.0,590,1100,5,4,4,28/11/2022
"Pirque, Circunvalación Máximo Valdés F., Pirque",591991000,17000.0,10000,315,4,3,0,28/11/2022
"Puente Alto, Cerca Hospital Provincia Cordillera",130000000,3733.165,75,75,3,2,2,28/11/2022
"Ñuñoa, Garcia Moreno 1000-1500",828787400,23800.0,361,668,6,4,4,28/11/2022
"Lo Barnechea, Camino Los Refugios del Arrayan",1006036470,28890.0,390,5200,6,4,8,28/11/2022
"Maipú, Coyam Sur // Isabel Riquelme",148500000,4264.423,109,133,4,3,3,28/11/2022
"Lo Barnechea, El Peumo / Camino El Huinganal",494486600,14200.0,160,350,5,4,2,28/11/2022
"Maipú, Villa los Heroes",100638470,2890.0,128,70,4,2,0,28/11/2022
"Vitacura, Jumbo Lo Castillo, Eduardo Mariquina 3412",543238800,15600.0,130,195,4,4,1,28/11/2022
"Colina, Villa Claudio Arrau",43876980,1260.0,69,60,3,1,1,28/11/2022
"Providencia, Praga/universidad uniacc",622635240,17880.0,272,435,6,3,0,28/11/2022
"Maipú, silva carvallo &Av 4 poniente",169000000,4853.114,144,158,4,3,2,28/11/2022
"Colina, Colina, Región Metropolitana",346488850,9950.0,135,400,3,3,2,28/11/2022
"Cerrillos, Av. Las torres  ag/el mirador",73000000,2096.316,127,101,4,2,1,28/11/2022
"Maipú, René Olivares Becerra con 4 Poniente",130000000,3733.165,96,142,2,3,2,28/11/2022
"Renca, YC 59258 Gran Via/YC 59258 Av. Miraflores",115000000,3302.415,80,130,3,3,0,28/11/2022
"La Florida, La Florida, Región Metropolitana",154000000,4422.365,139,162,5,3,2,28/11/2022
"La Florida, Villa Quinchamaly",165000000,4738.248,71,135,3,2,1,28/11/2022
"Colina, General San Martin con Alpatacal",957632500,27500.0,387,3500,6,5,14,28/11/2022
"San Bernardo, Estación Nos",110000000,3158.832,81,81,2,1,0,28/11/2022
"Vitacura, Jardín del Este",863610400,24800.0,200,515,4,4,0,28/11/2022
"Las Condes, Camino el olivar/camino el alba",798421744,22928.0,400,1550,5,5,0,28/11/2022
"Providencia, Plaza Italia / Providencia",766106000,22000.0,298,176,13,15,0,28/11/2022
"Puente Alto, Domingo Tocornal, Domingo Tocornal, Puente Alto",160000000,4594.664,252,98,3,2,3,28/11/2022
"Peñalolén, Consistorial / Viñedos del Consistorial",400464500,11500.0,140,300,5,4,0,28/11/2022
"Las Condes, Las Verbenas/Pinares",480000000,13783.993,130,306,3,2,0,28/11/2022
"Maipú, Capellán Florencio Infante con 4 poniente",135000000,3876.748,100,140,3,3,2,28/11/2022
"Cerrillos, Av Aeropuerto/Gral. José Bernales Ramirez",127103950,3650.0,151,59,3,2,0,28/11/2022
"Lampa, Condominio Laguna Norte",142774300,4100.0,84,165,3,3,2,28/11/2022
"Lo Barnechea, Colegio monte tabor-jardin i. Rainbow",832269700,23900.0,170,500,4,4,0,28/11/2022
"Santiago, Ricardo Cummings/Santa Monica",290000000,8327.829,250,240,5,3,1,28/11/2022
"Melipilla, Pasaje El Boldo, Bollenar, Melipilla",65000000,1866.582,90,170,4,1,1,28/11/2022
"Maipú, El Samaritano Tres 1103",117005280,3360.0,66,96,3,2,2,28/11/2022
"Quinta Normal, Av. Carrascal 5955",200000000,5743.331,154,178,4,4,1,28/11/2022
"Maipú, Del Ferrocarril, Maipú",68000000,1952.732,72,53,3,1,1,28/11/2022
"Maipú, nueva san martín",79000000,2268.616,65,77,3,1,0,28/11/2022
"Puente Alto, pasaje la cañada pañiente",115000000,3302.415,97,97,3,1,1,28/11/2022
"La Florida, Palena , La Florida",219384900,6300.0,75,107,3,4,0,28/11/2022
"Quilicura, San martin/los carrera",500000000,14358.326,200,1300,3,1,10,28/11/2022
"La Reina, Nueva!!! maria monvel, carlos silva vildosola, sin comision",748694500,21500.0,178,519,4,4,0,28/11/2022
"Puente Alto, Puente alto",126059260,3620.0,93,136,3,2,4,28/11/2022
"Puente Alto, Profesora Irma Salas con Profesor Abdón Cifuentes",75000000,2153.749,50,70,5,3,1,28/11/2022
"Pirque, Condominio Valle del Principal",430899802,12374.0,298,5010,5,4,0,28/11/2022
"El Bosque, Alejandro guzmán & Eleuterio Ramírez",189437120,5440.0,158,425,6,2,0,28/11/2022
"Lo Espejo, Am-55054 av lo espejo/autopista central",340000000,9763.662,470,1670,8,2,1,28/11/2022
"Buin, Camino la cervera/panamericana sur, linderos, buin, rm (metropolitana)",247243300,7100.0,115,260,3,3,3,28/11/2022
"La Cisterna, Fuenzalida urrejola",195000000,5599.747,160,192,5,3,0,28/11/2022
"La Cisterna, Esmeralda",450000000,12922.494,220,450,3,2,4,28/11/2022
"Las Condes, Camino san Antonio 230",975044000,28000.0,300,900,5,4,0,28/11/2022
"San Joaquín, Sierra Bella , San Joaquín",120000000,3445.998,162,150,3,2,0,28/11/2022
"San Bernardo, Del Manantial/Las Pircas",215902600,6200.0,97,97,3,3,2,28/11/2022
"Quilicura, Villa Millauquen",145000000,4163.915,104,125,3,3,1,28/11/2022
"Las Condes, Las Condesas, La Foresta",1037725400,29800.0,290,800,4,3,4,28/11/2022
"Puente Alto, El sol, puente alto",148345980,4260.0,149,149,2,3,0,28/11/2022
"Providencia, Gran oportunidad...!!! se vende casa residencial en providencia(referencial)",504933500,14500.0,140,330,3,2,2,28/11/2022
"Colina, La reserva",553685700,15900.0,250,1050,6,6,5,28/11/2022
"Renca, Acogedora casa de 3 dormitorios 2 baños en Renca",92000000,2641.932,50,129,3,1,0,28/11/2022
"Lo Barnechea, Camino Los Refugios / El Arrayán",543238800,15600.0,165,375,3,3,2,28/11/2022
"Puente Alto, Los Toros- Avda. Las Nieves Oriente",78000000,2239.899,54,79,3,1,1,28/11/2022
"Las Condes, Roncesvalles/bello horizonte",626814000,18000.0,210,500,4,3,0,28/11/2022
"Ñuñoa, José Domingo Cañas/Monseñor Eyzaguirre",731283000,21000.0,250,821,5,3,1,28/11/2022
"Colina, avenida chamisero",459663600,13200.0,140,463,4,4,2,28/11/2022
"Macul, Los Planetas, Macul",130000000,3733.165,200,58,2,1,1,28/11/2022
"La Reina, Valladolid con Simón González",250725600,7200.0,100,215,4,3,0,28/11/2022
"La Florida, Venezuela",750000000,21537.49,190,1200,4,4,6,28/11/2022
